,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
762,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,G,"B, G, R","primary, secondary, residential"
763,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,G,"G, R","primary, secondary, residential"
764,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
765,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
766,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
767,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.06 to +0.11,G,"A, G, R","secondary, tertiary"
768,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
769,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
770,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
771,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
772,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
773,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,"G, R","primary, residential"
774,"F: +10,752.29 to +16,208.22",G: +575.40 to +705.73,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,G,"G, R","primary, secondary, residential"
775,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.06 to +0.11,G,"A, G, R","secondary, tertiary"
776,"F: +10,752.29 to +16,208.22","I: +877.46 to +1,137.65",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.06 to +0.11,G,A,"primary, secondary"
777,"F: +10,752.29 to +16,208.22",G: +575.40 to +705.73,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,G,"G, R","primary, secondary, residential"
778,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,G,"G, R","primary, secondary, residential"
779,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,G,"G, R","primary, secondary, residential"
780,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,R,tertiary
781,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,G,"A, B","primary, secondary, tertiary"
782,"D: +4,883.63 to +7,021.92",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,G,"A, B, R","secondary, tertiary"
783,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +43.58 to +59.04,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,G,"A, G, R, S","secondary, tertiary"
784,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,G,"B, G, R, S","tertiary, residential"
785,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,D: +12.00 to +20.94,D: +1.00 to +3.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,I: +0.39 to +0.49,H: +1.00 to +1.00,A: +0.00 to +0.00,H: +0.44 to +0.53,U,"B, G, R",residential
786,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,H: +4.06 to +5.96,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,U,"B, E, G","secondary, tertiary"
787,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,E: +20.94 to +36.00,E: +3.00 to +5.00,G: +2.90 to +4.06,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +32.47 to +43.58,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,U,"A, G, R, U","primary, residential"
788,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,D: +12.00 to +20.94,F: +5.00 to +8.00,G: +2.90 to +4.06,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,J: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,U,"A, G, R, U","primary, secondary"
789,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,D: +12.00 to +20.94,E: +3.00 to +5.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,H: +0.33 to +0.39,I: +1.00 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,U,"A, G, R, U","secondary, tertiary"
790,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,D: +12.00 to +20.94,E: +3.00 to +5.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,D: +172.15 to +287.72,H: +0.33 to +0.39,H: +1.00 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,U,"A, G, R, U",tertiary
791,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,E: +20.94 to +36.00,C: +0.00 to +1.00,H: +4.06 to +5.96,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +32.47 to +43.58,A: +0.00 to +0.00,D: +172.15 to +287.72,I: +0.39 to +0.49,G: +0.86 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,U,"A, B, G","primary, residential"
792,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,H: +62.56 to +80.48,E: +3.00 to +5.00,I: +5.96 to +9.79,I: +0.47 to +0.62,G: +1.00 to +3.00,I: +60.59 to +73.47,G: +25.87 to +32.47,G: +0.00 to +5.71,H: +602.17 to +800.41,I: +0.39 to +0.49,I: +1.00 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,U,"B, G",primary
793,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,C: +0.00 to +1.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,H: +602.17 to +800.41,D: +0.04 to +0.12,G: +0.86 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,U,A,"trunk, primary"
794,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,E: +20.94 to +36.00,D: +1.00 to +3.00,E: +1.50 to +2.17,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,H: +602.17 to +800.41,G: +0.26 to +0.33,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,U,"A, B, G, R","trunk, primary, tertiary, residential"
795,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,E: +20.94 to +36.00,D: +1.00 to +3.00,E: +1.50 to +2.17,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,E: +0.12 to +0.20,H: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,U,"A, B, G, R","trunk, primary, residential"
796,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,E,"B, E, G, U","primary, secondary, tertiary"
797,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,E,"B, E","secondary, tertiary"
798,"C: +3,186.09 to +4,883.63",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,E,"B, E, G","primary, secondary, tertiary"
799,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +0.53 to +0.69,E,"B, E, G","primary, tertiary"
800,"E: +7,021.92 to +10,752.29",F: +479.10 to +575.40,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,E,"B, E","secondary, tertiary"
801,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,E,"B, E","secondary, tertiary"
802,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E","secondary, tertiary"
803,"E: +7,021.92 to +10,752.29",F: +479.10 to +575.40,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E, G","secondary, tertiary"
804,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E, G",secondary
805,"B: +1,219.23 to +3,186.09",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E, G, S","secondary, tertiary"
806,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E, S",tertiary
807,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,E,"A, E, G",primary
808,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E, S",tertiary
809,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,E,"A, E",primary
810,"D: +4,883.63 to +7,021.92",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,E,"A, E, G",secondary
811,"B: +1,219.23 to +3,186.09",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,E,"B, E, S",tertiary
812,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,E,"B, E, S",residential
813,"C: +3,186.09 to +4,883.63",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,E,"B, E, S",secondary
814,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,E: +3.00 to +5.00,D: +0.40 to +1.50,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,C: +0.00 to +172.15,E: +0.12 to +0.20,H: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,S,"G, R",residential
815,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,E: +20.94 to +36.00,D: +1.00 to +3.00,J: +9.79 to +49.32,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,S,"A, B, G, R","primary, residential"
816,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,C: +0.00 to +12.00,E: +3.00 to +5.00,F: +2.17 to +2.90,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,H: +602.17 to +800.41,J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,S,"B, E",tertiary
817,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,S,"B, S",primary
818,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,S,"B, E, S",residential
819,"D: +4,883.63 to +7,021.92",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,S,"B, G, R","primary, tertiary, residential"
820,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,C: +0.00 to +12.00,D: +1.00 to +3.00,E: +1.50 to +2.17,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,S,"A, B, G, R","secondary, residential"
821,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",E: +20.94 to +36.00,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,H: +602.17 to +800.41,E: +0.12 to +0.20,F: +0.73 to +0.86,A: +0.00 to +0.00,F: +0.28 to +0.35,A,"G, R","primary, tertiary, residential"
822,"B: +1,219.23 to +3,186.09",C: +256.79 to +309.19,D: +12.00 to +20.94,E: +3.00 to +5.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,H: +0.33 to +0.39,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,A,"A, B, G, R","tertiary, residential"
823,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,E: +20.94 to +36.00,E: +3.00 to +5.00,F: +2.17 to +2.90,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,G: +466.13 to +602.17,E: +0.12 to +0.20,I: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,A,"A, B, G, R","tertiary, residential"
824,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,F: +36.00 to +47.89,F: +5.00 to +8.00,J: +9.79 to +49.32,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,C: +0.00 to +172.15,J: +0.49 to +1.40,I: +1.00 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,A,"B, R","tertiary, residential"
